"region";"utbildningsnivå";"ålder";"kön";"2018"
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";146
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";51
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";60
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";6
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";12
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"0885 Borgholm";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";1
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";1
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";6
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";50
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";98
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";86
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";162
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";70
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";146
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";84
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";149
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";165
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";191
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";78
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";82
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";17
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";21
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";0
"0885 Borgholm";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";1
"0885 Borgholm";"forskarutbildning";"16-24 år";"män";0
"0885 Borgholm";"forskarutbildning";"16-24 år";"kvinnor";0
"0885 Borgholm";"forskarutbildning";"25-34 år";"män";0
"0885 Borgholm";"forskarutbildning";"25-34 år";"kvinnor";0
"0885 Borgholm";"forskarutbildning";"35-44 år";"män";2
"0885 Borgholm";"forskarutbildning";"35-44 år";"kvinnor";1
"0885 Borgholm";"forskarutbildning";"45-54 år";"män";6
"0885 Borgholm";"forskarutbildning";"45-54 år";"kvinnor";1
"0885 Borgholm";"forskarutbildning";"55-64 år";"män";9
"0885 Borgholm";"forskarutbildning";"55-64 år";"kvinnor";8
"0885 Borgholm";"forskarutbildning";"65-74 år";"män";6
"0885 Borgholm";"forskarutbildning";"65-74 år";"kvinnor";6
"0885 Borgholm";"forskarutbildning";"75-84 år";"män";3
"0885 Borgholm";"forskarutbildning";"75-84 år";"kvinnor";2
"0885 Borgholm";"forskarutbildning";"85-94 år";"män";1
"0885 Borgholm";"forskarutbildning";"85-94 år";"kvinnor";2
"0885 Borgholm";"forskarutbildning";"95+ år";"män";0
"0885 Borgholm";"forskarutbildning";"95+ år";"kvinnor";0
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"16-24 år";"män";43
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";22
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"25-34 år";"män";15
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";8
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"35-44 år";"män";11
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";9
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"45-54 år";"män";8
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";2
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"55-64 år";"män";9
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";2
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"65-74 år";"män";9
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";13
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"75-84 år";"män";14
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";5
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"85-94 år";"män";1
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";3
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"0885 Borgholm";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";2
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";24
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";14
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";85
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";46
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";46
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";37
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";41
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";40
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";86
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";50
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";978
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";582
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";858
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";888
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";312
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";537
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";15
"0980 Gotland";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";64
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";1195
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";1013
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";350
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";225
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";350
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";219
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";449
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";263
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";687
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";468
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";307
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";350
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";86
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";196
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";19
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";67
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";1
"0980 Gotland";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";10
"0980 Gotland";"gymnasial utbildning, högst 2 år";"16-24 år";"män";69
"0980 Gotland";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";75
"0980 Gotland";"gymnasial utbildning, högst 2 år";"25-34 år";"män";201
"0980 Gotland";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";181
"0980 Gotland";"gymnasial utbildning, högst 2 år";"35-44 år";"män";392
"0980 Gotland";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";264
"0980 Gotland";"gymnasial utbildning, högst 2 år";"45-54 år";"män";1677
"0980 Gotland";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";1181
"0980 Gotland";"gymnasial utbildning, högst 2 år";"55-64 år";"män";1700
"0980 Gotland";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";1578
"0980 Gotland";"gymnasial utbildning, högst 2 år";"65-74 år";"män";1150
"0980 Gotland";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";1580
"0980 Gotland";"gymnasial utbildning, högst 2 år";"75-84 år";"män";567
"0980 Gotland";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";862
"0980 Gotland";"gymnasial utbildning, högst 2 år";"85-94 år";"män";120
"0980 Gotland";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";268
"0980 Gotland";"gymnasial utbildning, högst 2 år";"95+ år";"män";4
"0980 Gotland";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";21
"0980 Gotland";"gymnasial utbildning, 3 år";"16-24 år";"män";1288
"0980 Gotland";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";1105
"0980 Gotland";"gymnasial utbildning, 3 år";"25-34 år";"män";1762
"0980 Gotland";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";1306
"0980 Gotland";"gymnasial utbildning, 3 år";"35-44 år";"män";1233
"0980 Gotland";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";942
"0980 Gotland";"gymnasial utbildning, 3 år";"45-54 år";"män";544
"0980 Gotland";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";797
"0980 Gotland";"gymnasial utbildning, 3 år";"55-64 år";"män";459
"0980 Gotland";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";557
"0980 Gotland";"gymnasial utbildning, 3 år";"65-74 år";"män";577
"0980 Gotland";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";347
"0980 Gotland";"gymnasial utbildning, 3 år";"75-84 år";"män";270
"0980 Gotland";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";89
"0980 Gotland";"gymnasial utbildning, 3 år";"85-94 år";"män";44
"0980 Gotland";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";34
"0980 Gotland";"gymnasial utbildning, 3 år";"95+ år";"män";8
"0980 Gotland";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";2
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";232
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";239
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";501
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";511
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";407
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";406
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";466
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";580
"0980 Gotland";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";471
