"region";"utbildningsnivå";"ålder";"kön";"2018"
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";74
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";58
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";40
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";13
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";23
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";4
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";7
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"2421 Storuman";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";1
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";1
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";4
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";22
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";70
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";36
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";92
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";29
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";68
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";31
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";66
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";32
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";42
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";22
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";29
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";5
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";6
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";1
"2421 Storuman";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";0
"2421 Storuman";"forskarutbildning";"16-24 år";"män";0
"2421 Storuman";"forskarutbildning";"16-24 år";"kvinnor";0
"2421 Storuman";"forskarutbildning";"25-34 år";"män";0
"2421 Storuman";"forskarutbildning";"25-34 år";"kvinnor";1
"2421 Storuman";"forskarutbildning";"35-44 år";"män";2
"2421 Storuman";"forskarutbildning";"35-44 år";"kvinnor";1
"2421 Storuman";"forskarutbildning";"45-54 år";"män";0
"2421 Storuman";"forskarutbildning";"45-54 år";"kvinnor";1
"2421 Storuman";"forskarutbildning";"55-64 år";"män";1
"2421 Storuman";"forskarutbildning";"55-64 år";"kvinnor";1
"2421 Storuman";"forskarutbildning";"65-74 år";"män";2
"2421 Storuman";"forskarutbildning";"65-74 år";"kvinnor";0
"2421 Storuman";"forskarutbildning";"75-84 år";"män";0
"2421 Storuman";"forskarutbildning";"75-84 år";"kvinnor";0
"2421 Storuman";"forskarutbildning";"85-94 år";"män";0
"2421 Storuman";"forskarutbildning";"85-94 år";"kvinnor";0
"2421 Storuman";"forskarutbildning";"95+ år";"män";0
"2421 Storuman";"forskarutbildning";"95+ år";"kvinnor";0
"2421 Storuman";"uppgift om utbildningsnivå saknas";"16-24 år";"män";40
"2421 Storuman";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";13
"2421 Storuman";"uppgift om utbildningsnivå saknas";"25-34 år";"män";5
"2421 Storuman";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";7
"2421 Storuman";"uppgift om utbildningsnivå saknas";"35-44 år";"män";7
"2421 Storuman";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";10
"2421 Storuman";"uppgift om utbildningsnivå saknas";"45-54 år";"män";5
"2421 Storuman";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";1
"2421 Storuman";"uppgift om utbildningsnivå saknas";"55-64 år";"män";3
"2421 Storuman";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";3
"2421 Storuman";"uppgift om utbildningsnivå saknas";"65-74 år";"män";2
"2421 Storuman";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";2
"2421 Storuman";"uppgift om utbildningsnivå saknas";"75-84 år";"män";0
"2421 Storuman";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";2
"2421 Storuman";"uppgift om utbildningsnivå saknas";"85-94 år";"män";0
"2421 Storuman";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";1
"2421 Storuman";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"2421 Storuman";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";0
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";4
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";2
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";1
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";2
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";1
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";3
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";4
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";2
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";3
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";3
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";33
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";14
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";62
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";34
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";34
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";37
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";3
"2422 Sorsele";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";3
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";55
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";42
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";12
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";5
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";13
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";11
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";20
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";4
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";44
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";9
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";22
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";11
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";4
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";10
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";0
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";3
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"2422 Sorsele";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";1
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"16-24 år";"män";3
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";3
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"25-34 år";"män";11
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";5
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"35-44 år";"män";21
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";9
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"45-54 år";"män";96
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";48
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"55-64 år";"män";86
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";81
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"65-74 år";"män";69
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";89
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"75-84 år";"män";41
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";59
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"85-94 år";"män";7
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";11
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"95+ år";"män";0
"2422 Sorsele";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";0
"2422 Sorsele";"gymnasial utbildning, 3 år";"16-24 år";"män";52
"2422 Sorsele";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";27
"2422 Sorsele";"gymnasial utbildning, 3 år";"25-34 år";"män";73
"2422 Sorsele";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";58
"2422 Sorsele";"gymnasial utbildning, 3 år";"35-44 år";"män";67
"2422 Sorsele";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";43
"2422 Sorsele";"gymnasial utbildning, 3 år";"45-54 år";"män";28
"2422 Sorsele";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";39
"2422 Sorsele";"gymnasial utbildning, 3 år";"55-64 år";"män";16
"2422 Sorsele";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";24
"2422 Sorsele";"gymnasial utbildning, 3 år";"65-74 år";"män";23
"2422 Sorsele";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";9
"2422 Sorsele";"gymnasial utbildning, 3 år";"75-84 år";"män";7
"2422 Sorsele";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";5
"2422 Sorsele";"gymnasial utbildning, 3 år";"85-94 år";"män";1
"2422 Sorsele";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";0
"2422 Sorsele";"gymnasial utbildning, 3 år";"95+ år";"män";0
"2422 Sorsele";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";4
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";6
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";17
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";18
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";9
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";9
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";10
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";22
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";21
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";19
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";17
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";22
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";6
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";9
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";2
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";1
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"2422 Sorsele";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";0
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";3
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";2
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";9
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";24
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";18
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";36
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";12
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";29
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";21
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";30
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";18
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";21
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";7
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";12
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";3
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";2
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";0
"2422 Sorsele";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";1
"2422 Sorsele";"forskarutbildning";"16-24 år";"män";0
"2422 Sorsele";"forskarutbildning";"16-24 år";"kvinnor";0
"2422 Sorsele";"forskarutbildning";"25-34 år";"män";0
"2422 Sorsele";"forskarutbildning";"25-34 år";"kvinnor";0
"2422 Sorsele";"forskarutbildning";"35-44 år";"män";0
"2422 Sorsele";"forskarutbildning";"35-44 år";"kvinnor";0
"2422 Sorsele";"forskarutbildning";"45-54 år";"män";1
"2422 Sorsele";"forskarutbildning";"45-54 år";"kvinnor";1
"2422 Sorsele";"forskarutbildning";"55-64 år";"män";0
"2422 Sorsele";"forskarutbildning";"55-64 år";"kvinnor";1
"2422 Sorsele";"forskarutbildning";"65-74 år";"män";2
"2422 Sorsele";"forskarutbildning";"65-74 år";"kvinnor";0
"2422 Sorsele";"forskarutbildning";"75-84 år";"män";0
"2422 Sorsele";"forskarutbildning";"75-84 år";"kvinnor";0
"2422 Sorsele";"forskarutbildning";"85-94 år";"män";0
"2422 Sorsele";"forskarutbildning";"85-94 år";"kvinnor";0
"2422 Sorsele";"forskarutbildning";"95+ år";"män";0
"2422 Sorsele";"forskarutbildning";"95+ år";"kvinnor";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"16-24 år";"män";27
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";6
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"25-34 år";"män";4
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"25-34 år";"kvinnor";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"35-44 år";"män";3
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"35-44 år";"kvinnor";4
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"45-54 år";"män";2
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"45-54 år";"kvinnor";3
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"55-64 år";"män";4
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"55-64 år";"kvinnor";3
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"65-74 år";"män";2
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"65-74 år";"kvinnor";2
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"75-84 år";"män";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"75-84 år";"kvinnor";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"85-94 år";"män";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"85-94 år";"kvinnor";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"95+ år";"män";0
"2422 Sorsele";"uppgift om utbildningsnivå saknas";"95+ år";"kvinnor";0
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"16-24 år";"män";5
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"16-24 år";"kvinnor";3
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"25-34 år";"män";1
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"25-34 år";"kvinnor";4
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"35-44 år";"män";2
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"35-44 år";"kvinnor";6
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"45-54 år";"män";3
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"45-54 år";"kvinnor";4
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"55-64 år";"män";5
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"55-64 år";"kvinnor";0
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"65-74 år";"män";46
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"65-74 år";"kvinnor";17
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"75-84 år";"män";53
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"75-84 år";"kvinnor";41
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"85-94 år";"män";28
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"85-94 år";"kvinnor";40
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"95+ år";"män";4
"2425 Dorotea";"förgymnasial utbildning kortare än 9 år";"95+ år";"kvinnor";6
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"16-24 år";"män";46
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"16-24 år";"kvinnor";55
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"25-34 år";"män";8
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"25-34 år";"kvinnor";5
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"35-44 år";"män";11
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"35-44 år";"kvinnor";6
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"45-54 år";"män";17
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"45-54 år";"kvinnor";7
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"55-64 år";"män";29
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"55-64 år";"kvinnor";16
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"65-74 år";"män";44
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"65-74 år";"kvinnor";13
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"75-84 år";"män";2
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"75-84 år";"kvinnor";8
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"85-94 år";"män";1
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"85-94 år";"kvinnor";4
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"95+ år";"män";0
"2425 Dorotea";"förgymnasial utbildning, 9 (10) år";"95+ år";"kvinnor";0
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"16-24 år";"män";5
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"16-24 år";"kvinnor";3
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"25-34 år";"män";11
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"25-34 år";"kvinnor";9
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"35-44 år";"män";15
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"35-44 år";"kvinnor";14
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"45-54 år";"män";85
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"45-54 år";"kvinnor";39
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"55-64 år";"män";126
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"55-64 år";"kvinnor";106
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"65-74 år";"män";84
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"65-74 år";"kvinnor";92
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"75-84 år";"män";42
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"75-84 år";"kvinnor";75
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"85-94 år";"män";15
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"85-94 år";"kvinnor";24
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"95+ år";"män";0
"2425 Dorotea";"gymnasial utbildning, högst 2 år";"95+ år";"kvinnor";0
"2425 Dorotea";"gymnasial utbildning, 3 år";"16-24 år";"män";38
"2425 Dorotea";"gymnasial utbildning, 3 år";"16-24 år";"kvinnor";36
"2425 Dorotea";"gymnasial utbildning, 3 år";"25-34 år";"män";99
"2425 Dorotea";"gymnasial utbildning, 3 år";"25-34 år";"kvinnor";48
"2425 Dorotea";"gymnasial utbildning, 3 år";"35-44 år";"män";72
"2425 Dorotea";"gymnasial utbildning, 3 år";"35-44 år";"kvinnor";42
"2425 Dorotea";"gymnasial utbildning, 3 år";"45-54 år";"män";32
"2425 Dorotea";"gymnasial utbildning, 3 år";"45-54 år";"kvinnor";22
"2425 Dorotea";"gymnasial utbildning, 3 år";"55-64 år";"män";24
"2425 Dorotea";"gymnasial utbildning, 3 år";"55-64 år";"kvinnor";37
"2425 Dorotea";"gymnasial utbildning, 3 år";"65-74 år";"män";29
"2425 Dorotea";"gymnasial utbildning, 3 år";"65-74 år";"kvinnor";14
"2425 Dorotea";"gymnasial utbildning, 3 år";"75-84 år";"män";15
"2425 Dorotea";"gymnasial utbildning, 3 år";"75-84 år";"kvinnor";0
"2425 Dorotea";"gymnasial utbildning, 3 år";"85-94 år";"män";1
"2425 Dorotea";"gymnasial utbildning, 3 år";"85-94 år";"kvinnor";1
"2425 Dorotea";"gymnasial utbildning, 3 år";"95+ år";"män";0
"2425 Dorotea";"gymnasial utbildning, 3 år";"95+ år";"kvinnor";0
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"män";2
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"16-24 år";"kvinnor";2
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"män";12
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"25-34 år";"kvinnor";21
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"män";5
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"35-44 år";"kvinnor";11
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"män";12
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"45-54 år";"kvinnor";13
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"män";18
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"55-64 år";"kvinnor";20
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"män";21
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"65-74 år";"kvinnor";9
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"män";8
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"75-84 år";"kvinnor";10
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"män";3
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"85-94 år";"kvinnor";1
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"män";0
"2425 Dorotea";"eftergymnasial utbildning, mindre än 3 år";"95+ år";"kvinnor";0
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"män";1
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"16-24 år";"kvinnor";1
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"män";8
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"25-34 år";"kvinnor";22
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"män";6
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"35-44 år";"kvinnor";28
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"män";7
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"45-54 år";"kvinnor";36
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"män";12
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"55-64 år";"kvinnor";19
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"män";6
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"65-74 år";"kvinnor";20
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"män";9
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"75-84 år";"kvinnor";9
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"män";2
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"85-94 år";"kvinnor";5
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"män";0
"2425 Dorotea";"eftergymnasial utbildning, 3 år eller mer";"95+ år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"16-24 år";"män";0
"2425 Dorotea";"forskarutbildning";"16-24 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"25-34 år";"män";0
"2425 Dorotea";"forskarutbildning";"25-34 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"35-44 år";"män";0
"2425 Dorotea";"forskarutbildning";"35-44 år";"kvinnor";2
"2425 Dorotea";"forskarutbildning";"45-54 år";"män";0
"2425 Dorotea";"forskarutbildning";"45-54 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"55-64 år";"män";0
"2425 Dorotea";"forskarutbildning";"55-64 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"65-74 år";"män";1
"2425 Dorotea";"forskarutbildning";"65-74 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"75-84 år";"män";0
"2425 Dorotea";"forskarutbildning";"75-84 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"85-94 år";"män";0
"2425 Dorotea";"forskarutbildning";"85-94 år";"kvinnor";0
"2425 Dorotea";"forskarutbildning";"95+ år";"män";0
"2425 Dorotea";"forskarutbildning";"95+ år";"kvinnor";0
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"16-24 år";"män";11
"2425 Dorotea";"uppgift om utbildningsnivå saknas";"16-24 år";"kvinnor";3
